yearid,lgid,teamid,franchid,divid,rank,g,ghome,w,l,divwin,wcwin,lgwin,wswin,r,ab,h,2b,3b,hr,bb,so,sb,cs,hbp,sf,ra,er,era,cg,sho,sv,ipouts,ha,hra,bba,soa,e,dp,fp,name,park,attendance,bpf,ppf,teamidbr,teamidlahman45,teamidretro
1992,NL,LAN,LAD,W,6,162,81.0,63,99,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",548,5368,1333,201,34,72,503,899.0,142.0,78.0,,,636,545,3,18,13,29,4314,1401,82,553,981,173,136.0,0,Лос-Анджелес Доджерс,"Стадион ""Ледер""",2473266.0,99,99,LAD,LAN,LAN
1897,NL,CHN,CHC,,9,138,,59,73,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,832,4803,1356,189,97,38,430,317.0,264.0,,,,894,602,4,131,2,1,3591,1485,30,433,361,394,,0,Чикаго Колтс,Западный парк II,327160.0,104,104,CHC,CHN,CHN
1983,AL,BAL,BAL,E,1,162,81.0,98,64,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",799,5546,1492,283,27,168,601,800.0,61.0,33.0,,,652,586,3,36,15,38,4356,1451,130,452,774,121,159.0,0,Балтимор Ориолс,Мемориальный стадион,2042071.0,98,98,BAL,BAL,BAL
1961,AL,MIN,MIN,,7,161,81.0,70,90,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",707,5417,1353,215,40,167,597,840.0,47.0,43.0,,,778,681,4,49,14,23,4296,1415,163,570,914,174,150.0,0,Миннесота Докс,"Стадион ""Метрополитен""",1256723.0,106,106,MIN,MIN,MIN
1996,AL,KCA,KCR,C,5,161,80.0,75,86,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",746,5542,1477,286,38,123,529,943.0,195.0,85.0,,,786,733,4,17,8,35,4350,1563,176,460,926,111,184.0,0,Канзас-Сити Ройалс,Стадион Кофман,1435997.0,99,100,KCR,KCA,KCA
1999,AL,TOR,TOR,E,3,162,81.0,84,78,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",883,5642,1580,337,14,212,578,1077.0,119.0,48.0,,,862,786,4,14,9,39,4315,1582,191,575,1009,106,164.0,0,Торонто Блю Джейс,Скидом,2163464.0,101,101,TOR,TOR,TOR
1943,NL,SLN,STL,,1,157,81.0,105,49,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",679,5438,1515,259,72,70,428,438.0,40.0,,,,475,407,2,94,21,15,4281,1246,33,477,639,151,183.0,0,Сент-Луис Кардиналс,Парк спортсмена IV,517135.0,106,101,STL,SLN,SLN
1932,AL,CLE,CLE,,4,153,77.0,87,65,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",845,5412,1544,310,74,78,566,454.0,52.0,54.0,,,747,630,4,94,6,8,4131,1506,70,446,439,189,129.0,0,Кливленд Индианс,Лيج Парк II / Кливленд Стадиум,468953.0,109,107,CLE,CLE,CLE
1948,NL,NY1,SFG,,5,155,77.0,78,76,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",780,5277,1352,210,49,164,599,648.0,51.0,,,,704,600,3,54,15,21,4119,1425,122,556,527,156,134.0,0,Нью-Йорк Джайентс,Поле Пло,1459269.0,101,100,NYG,NY1,NY1
1970,AL,KCA,KCR,W,4,162,79.0,65,97,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",611,5503,1341,202,41,97,514,958.0,97.0,53.0,,,705,614,3,30,11,25,4389,1346,138,641,915,152,162.0,0,Канзас-Сити Ройалс,Муниципальный стадион II,693047.0,99,100,KCR,KCA,KCA
1992,NL,PIT,PIT,E,1,162,81.0,96,66,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",693,5527,1409,272,54,106,569,872.0,110.0,53.0,,,595,551,3,20,20,43,4437,1410,101,455,844,101,144.0,0,Питтсбург Пэйрэтс,Стадион «Трех рек»,1829395.0,99,98,PIT,PIT,PIT
1926,AL,PHA,OAK,,3,150,71.0,83,67,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",677,5046,1359,259,65,61,523,452.0,56.0,46.0,,,570,449,3,62,10,16,4038,1362,38,451,571,173,131.0,0,Филадельфийские Атлетики,Шибе Парк,714508.0,106,104,PHA,PHA,PHA
1989,AL,CLE,CLE,E,6,162,81.0,73,89,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",604,5463,1340,221,26,127,499,934.0,74.0,51.0,,,654,589,3,23,13,38,4359,1423,107,452,844,118,126.0,0,Кливленд Индианс,Стадион «Кливленд»,1285542.0,101,102,CLE,CLE,CLE
1992,AL,CHA,CHW,W,3,162,82.0,86,76,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",738,5498,1434,269,36,110,622,784.0,160.0,57.0,,,690,620,3,21,5,52,4383,1400,123,550,810,129,134.0,0,Чикаго Уайт Сокс,Комиски Парк II,2681156.0,99,99,CHW,CHA,CHA
1990,AL,TEX,TEX,W,3,162,82.0,83,79,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",676,5469,1416,257,27,110,575,1054.0,115.0,48.0,,,696,615,3,25,9,36,4332,1343,113,623,997,133,161.0,0,Техас Рейнджеры,Арлингтонский стадион,2057911.0,100,101,TEX,TEX,TEX
1914,FL,IND,NEW,,1,157,,88,65,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",,762,5176,1474,230,90,33,470,641.0,273.0,,,,622,475,3,104,15,9,4191,1352,29,476,664,275,113.0,0,Индианаполис Хоуизерз,,,111,108,IND,IND,IND
2008,AL,NYA,NYY,E,3,162,,89,73,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",789,5572,1512,289,20,180,535,1015.0,118.0,39.0,80.0,39.0,727,685,4,1,11,42,4325,1478,143,489,1141,83,141.0,0,Нью-Йорк Янкиз,Стадион Янки II,4298655.0,103,102,NYY,NYA,NYA
1964,NL,ML1,ATL,,5,162,81.0,88,74,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",803,5591,1522,274,32,159,486,825.0,53.0,41.0,,,744,656,4,45,14,39,4302,1411,160,452,906,143,139.0,0,Милуоки Брейвз,"Стадион ""Кэти""",910911.0,101,100,MLN,MLN,MLN
1988,AL,CLE,CLE,E,6,162,81.0,78,84,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",666,5505,1435,235,28,134,416,866.0,97.0,50.0,,,731,663,4,35,10,46,4302,1501,120,442,812,124,131.0,0,Кливленд Индианс,Стадион «Кливленд»,1411610.0,102,103,CLE,CLE,CLE
1977,AL,NYA,NYY,E,1,162,81.0,100,62,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",831,5605,1576,267,47,184,533,681.0,93.0,57.0,,,651,581,3,52,16,34,4347,1395,139,486,758,132,151.0,0,Нью-Йорк Янкиз,Стадион Янки II,2103092.0,99,97,NYY,NYA,NYA
1918,AL,DET,DET,,7,128,58.0,55,71,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",476,4262,1063,141,56,13,452,380.0,123.0,,,,557,438,3,74,8,7,3480,1130,10,437,374,212,77.0,0,Детройт Тайгерс,Навин Файлд,203719.0,96,96,DET,DET,DET
1892,NL,BSN,ATL,,1,152,,102,48,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",,862,5301,1324,203,51,34,526,488.0,338.0,,,,649,425,2,142,15,1,4008,1156,41,460,509,454,,0,Бостон Бэббитс,Южный конец Ground II,146421.0,109,107,BSN,BSN,BSN
1937,NL,BRO,LAD,,6,155,76.0,62,91,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",616,5295,1401,258,53,37,469,583.0,69.0,,,,772,625,4,63,5,8,4086,1470,68,476,592,216,127.0,0,Бруклин Доджерс,Эббетс-филд,482481.0,102,104,BRO,BRO,BRO
1932,NL,PHI,PHI,,4,154,77.0,78,76,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",844,5510,1608,330,67,122,446,547.0,71.0,,,,796,687,4,59,4,17,4152,1589,107,450,459,194,133.0,0,Филадельфийские Филлис,Бакер-боул,268914.0,112,114,PHI,PHI,PHI
1932,NL,BSN,ATL,,5,155,77.0,77,77,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",649,5506,1460,262,53,63,347,496.0,36.0,,,,655,555,3,72,8,8,4242,1483,61,420,440,152,145.0,0,Бостон Брейвс,Бравс-филд,507606.0,96,97,BSN,BSN,BSN
1889,AA,LS2,LOU,,8,140,,27,111,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",632,4955,1249,170,75,22,320,521.0,203.0,,,,1091,655,4,127,2,1,3678,1529,43,475,451,584,,0,Луизвилл Колонелы,Эклипс Парк I,,98,100,LOU,LS2,LS2
1959,AL,BOS,BOS,,5,154,77.0,75,79,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",726,5225,1335,248,28,125,626,810.0,68.0,25.0,,,696,632,4,38,9,25,4092,1386,135,589,724,130,167.0,0,Бостон Ред Сокс,Фенвей-парк II,984102.0,104,104,BOS,BOS,BOS
2000,NL,NYN,NYM,E,2,162,81.0,94,68,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",807,5486,1445,282,20,198,675,1037.0,66.0,46.0,45.0,51.0,738,670,4,8,10,49,4350,1398,164,574,1164,118,121.0,0,Нью-Йорк Метс,Шей-стадиум,2820530.0,96,96,NYM,NYN,NYN
1885,NL,CHN,CHC,,1,113,,87,25,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",834,4093,1079,184,75,54,340,429.0,,,,,470,251,2,108,14,4,3045,868,37,202,458,497,,0,Чикаго Белые Штанги,Западный парк I,,114,107,CHC,CHN,CHN
1942,NL,BSN,ATL,,7,150,71.0,59,89,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",515,5077,1216,210,19,68,474,507.0,49.0,,,,645,557,3,68,9,8,4002,1326,82,518,414,139,138.0,0,Бостон Брейвс,Бравс-филд,285332.0,97,100,BSN,BSN,BSN
1926,AL,CLE,CLE,,2,154,80.0,88,66,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",738,5293,1529,333,49,27,455,332.0,88.0,43.0,,,612,519,3,96,11,4,4122,1412,49,450,381,172,153.0,0,Кливленд Индианс,Лига Парк II,627426.0,101,101,CLE,CLE,CLE
1888,AA,BL2,BLO,,5,137,,57,80,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",653,4656,1068,162,70,19,298,479.0,326.0,,,,779,504,3,130,3,0,3600,1162,23,419,525,461,,0,Балтимор Ориолс,Ориол Парк,,98,98,BAL,BL2,BL2
1914,NL,BSN,ATL,,1,158,79.0,94,59,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",657,5206,1307,213,60,35,502,617.0,139.0,,,,548,433,2,104,19,6,4263,1272,38,477,606,237,143.0,0,Бостон Брейвс,Южный конец земельной участка III,382913.0,104,102,BSN,BSN,BSN
1892,NL,PIT,PIT,,6,155,,80,73,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,802,5469,1288,143,108,38,435,453.0,222.0,,,,796,464,3,130,3,1,4041,1300,28,537,455,480,,0,Питтсбург Пэйрэтс,Экспозиционный парк,177205.0,100,100,PIT,PIT,PIT
1905,AL,WS1,MIN,,7,154,77.0,64,87,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",559,5015,1121,193,68,22,298,,169.0,,,,623,434,2,118,12,1,4086,1250,12,385,539,319,76.0,0,Вашингтонские сенаторы,Американский стадион II,252027.0,96,100,WSH,WS1,WS1
1919,AL,WS1,MIN,,7,142,72.0,56,84,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",533,4757,1238,177,63,24,416,511.0,142.0,,,,570,426,3,68,13,10,3822,1237,20,451,536,227,86.0,0,Вашингтонские сенаторы,стадион Гриффита I,234096.0,99,99,WSH,WS1,WS1
2008,NL,PHI,PHI,E,1,162,,92,70,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",799,5509,1407,291,36,214,586,1117.0,136.0,25.0,67.0,40.0,680,625,3,4,11,47,4349,1444,160,533,1081,90,142.0,0,Филадельфийские Филлис,Гражданский банк Парк,3422583.0,103,102,PHI,PHI,PHI
1907,AL,CHA,CHW,,3,157,79.0,87,64,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",588,5070,1205,149,33,5,421,,175.0,,,,474,347,2,112,17,9,4218,1279,13,305,604,232,101.0,0,Чикаго Уайт Сокс,Южный парк II,666307.0,97,95,CHW,CHA,CHA
1918,NL,PIT,PIT,,4,126,71.0,65,60,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",466,4091,1016,107,72,15,371,285.0,200.0,,,,412,314,2,85,10,7,3420,1005,13,299,367,179,108.0,0,Питтсбург Пэйрэтс,Форбс-филд,213610.0,103,104,PIT,PIT,PIT
2009,NL,SFN,SFG,W,3,162,,88,74,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",657,5493,1411,275,43,122,392,1158.0,78.0,28.0,50.0,55.0,611,571,3,11,18,41,4338,1268,140,584,1302,99,138.0,0,Сан-Франциско Джайентс,"Стадион ""Атлантик-Ки""",2862110.0,102,102,SFG,SFN,SFN
1980,NL,PHI,PHI,E,1,162,81.0,91,71,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",728,5625,1517,272,54,117,472,708.0,140.0,62.0,,,639,564,3,25,8,40,4440,1419,87,530,889,136,136.0,0,Филадельфийские Филлис,Стадион ветеранов,2651650.0,105,105,PHI,PHI,PHI
2000,AL,TOR,TOR,E,3,162,81.0,83,79,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",861,5677,1562,328,21,244,526,1026.0,89.0,34.0,60.0,34.0,908,821,5,15,4,37,4311,1615,195,560,978,100,176.0,0,Торонто Блю Джейс,Скидом,1705712.0,103,103,TOR,TOR,TOR
1908,AL,WS1,MIN,,7,155,78.0,67,85,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",479,5041,1186,132,74,8,368,,170.0,,,,539,362,2,106,15,7,4173,1236,16,348,649,276,89.0,0,Вашингтонские сенаторы,Американский стадион II,264252.0,92,96,WSH,WS1,WS1
1985,AL,OAK,OAK,W,4,162,79.0,77,85,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",757,5581,1475,230,34,155,508,861.0,117.0,58.0,,,787,712,4,10,6,41,4359,1451,172,607,785,140,137.0,0,Окленд Атлетикс,Окленд Колизей,1334599.0,92,92,OAK,OAK,OAK
1929,AL,CHA,CHW,,7,152,76.0,59,93,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",627,5248,1406,240,74,37,425,436.0,109.0,65.0,,,792,665,4,78,5,7,4071,1481,84,505,328,190,153.0,0,Чикаго Уайт Сокс,Комиски-Парк,426795.0,98,100,CHW,CHA,CHA
1944,AL,NYA,NYY,,3,154,78.0,83,71,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",674,5331,1410,216,74,96,523,627.0,91.0,31.0,,,617,524,3,78,9,13,4170,1351,82,532,529,156,170.0,0,Нью-Йорк Янкиз,Янки-стадион I,789995.0,104,102,NYY,NYA,NYA
1993,NL,COL,COL,W,6,162,81.0,67,95,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",758,5517,1507,278,59,142,388,944.0,146.0,90.0,,,967,860,5,9,0,35,4293,1664,181,609,913,167,149.0,0,Колорадо Рокиз,"Стадион ""Майл-Хай""",4483350.0,117,118,COL,COL,COL
1977,NL,MON,WSN,E,5,162,81.0,75,87,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",665,5675,1474,294,50,138,478,877.0,88.0,50.0,,,736,660,4,31,11,33,4443,1426,135,579,856,129,128.0,0,Монреаль Экспоз,"Стадион ""Олимпи""",1433757.0,97,97,MON,MON,MON
2010,NL,HOU,HOU,C,4,162,,76,86,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",611,5452,1348,252,25,108,415,1025.0,100.0,36.0,33.0,29.0,729,654,4,4,11,45,4318,1446,140,548,1210,118,135.0,0,Хьюстон Астрос,Парк Минут Мед,,95,96,HOU,HOU,HOU
1974,AL,CLE,CLE,E,4,162,81.0,77,85,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",662,5474,1395,201,19,131,432,756.0,79.0,68.0,,,694,610,3,45,9,27,4335,1419,138,479,650,143,157.0,0,Кливленд Индианс,Стадион «Кливленд»,1114262.0,99,100,CLE,CLE,CLE
1967,NL,CIN,CIN,,4,162,81.0,87,75,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",604,5519,1366,251,54,109,372,969.0,92.0,63.0,,,563,497,3,34,18,39,4404,1328,101,498,1065,121,124.0,0,"""Цинциннати Редс""",Кроссли Филд,958300.0,112,112,CIN,CIN,CIN
1875,NA,NH1,NHV,,8,47,,7,40,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,170,1708,374,42,12,2,13,0.0,,,,,397,158,3,40,0,0,1278,500,5,22,0,437,,0,Новый Хэйвен Эλμ Ситис,Хамильтон-Парк,,87,93,NHV,NH1,NH1
1915,AL,WS1,MIN,,4,155,80.0,85,68,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",569,5029,1225,152,79,12,458,541.0,186.0,106.0,,,491,358,2,87,21,13,4179,1161,12,455,715,230,101.0,0,Вашингтонские сенаторы,стадион Гриффита I,167332.0,102,101,WSH,WS1,WS1
1873,NA,BR2,BRA,,6,55,,17,37,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,366,2210,588,60,27,6,53,43.0,18.0,9.0,,,549,221,3,52,1,0,1500,737,8,42,15,505,,0,Бруклин Атлантики,Унион-Гроундс,,90,94,BRA,BR2,BR2
1984,NL,NYN,NYM,E,2,162,81.0,90,72,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",652,5438,1400,235,25,107,500,1001.0,149.0,54.0,,,676,577,3,12,15,50,4326,1371,104,573,1028,129,154.0,0,Нью-Йорк Метс,Шей-стадиум,1842695.0,99,99,NYM,NYN,NYN
1981,NL,SLN,STL,E,1,103,53.0,59,43,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",464,3537,936,158,45,50,379,495.0,88.0,45.0,,,417,380,3,11,5,33,2829,902,52,290,388,82,108.0,0,Сент-Луис Кардиналс,Буш-стадиум II,1010247.0,103,102,STL,SLN,SLN
1983,NL,CHN,CHC,E,5,162,81.0,71,91,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",701,5512,1436,272,42,140,470,868.0,84.0,40.0,,,719,647,4,9,10,42,4284,1496,117,498,807,115,164.0,0,Чикаго Кабс,Уридж-фелд,1479717.0,104,104,CHC,CHN,CHN
1944,NL,BSN,ATL,,6,155,78.0,65,89,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",593,5282,1299,250,39,79,456,509.0,37.0,,,,674,566,3,70,13,12,4164,1430,80,527,454,182,160.0,0,Бостон Брейвс,Бравс-филд,208691.0,104,106,BSN,BSN,BSN
1930,NL,SLN,STL,,1,154,77.0,92,62,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",1004,5512,1732,373,89,104,479,496.0,72.0,,,,784,673,4,63,5,21,4140,1596,87,476,639,183,176.0,0,Сент-Луис Кардиналс,Парк спортсмена IV,508501.0,104,102,STL,SLN,SLN
1947,NL,CIN,CIN,,5,154,77.0,73,81,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",681,5299,1372,242,43,95,539,530.0,46.0,,,,755,669,4,54,13,13,4095,1442,102,589,633,136,134.0,0,"""Цинциннати Редс""",Кроссли Филд,899975.0,100,102,CIN,CIN,CIN
1880,NL,CL2,CBL,,3,85,,47,37,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,387,3002,726,130,52,7,76,237.0,,,,,337,160,1,83,7,1,2277,685,4,98,289,330,52.0,0,Кливленд Блюз,Парк на улице Кеннард,,98,99,CLV,CL2,CL2
1954,AL,CHA,CHW,,3,155,78.0,94,60,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",711,5168,1382,203,47,94,604,536.0,98.0,58.0,,,521,469,3,60,23,33,4149,1255,94,517,701,108,149.0,0,Чикаго Уайт Сокс,Комиски-Парк,1231629.0,103,100,CHW,CHA,CHA
1885,NL,PRO,PRO,,4,110,,53,57,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",442,3727,820,114,30,6,265,430.0,,,,,531,289,2,108,8,0,2880,912,18,235,371,459,,0,Провиденс Грейс,"Уличная арена ""Мессер""",,97,95,PRO,PRO,PRO
1932,NL,PIT,PIT,,2,154,76.0,86,68,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",701,5421,1543,274,90,48,358,385.0,71.0,,,,711,574,3,71,12,12,4131,1472,86,338,377,185,124.0,0,Питтсбург Пэйрэтс,Форбс-филд,287262.0,97,97,PIT,PIT,PIT
1981,NL,SFN,SFG,W,4,111,53.0,56,55,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",427,3766,941,161,26,63,386,543.0,89.0,50.0,,,414,368,3,8,4,33,3028,970,57,393,561,99,102.0,0,Сан-Франциско Джайентс,Стадион «Кандлстик Парк»,632274.0,98,98,SFG,SFN,SFN
1951,AL,PHA,OAK,,6,154,79.0,70,84,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",736,5277,1381,262,43,102,677,565.0,47.0,36.0,,,745,674,4,52,7,22,4074,1421,109,569,437,135,204.0,0,Филадельфийские Атлетики,Шибе Парк,465469.0,101,103,PHA,PHA,PHA
1925,AL,DET,DET,,4,156,77.0,81,73,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",903,5371,1621,277,84,50,640,386.0,97.0,63.0,,,829,708,4,66,2,18,4149,1582,70,556,419,171,143.0,0,Детройт Тайгерс,Навин Файлд,820766.0,98,98,DET,DET,DET
