playerid,yearid,gamenum,gameid,teamid,lgid,gp,startingpos
powelbo01,1969,0,ALS196907230,BAL,AL,1.0,3.0
beltrad01,2012,0,ALS201207100,TEX,AL,1.0,5.0
aaronha01,1969,0,ALS196907230,ATL,NL,1.0,9.0
clemero02,2003,0,ALS200307150,NYA,AL,1.0,
ryanco01,1944,0,NLS194407110,BSN,NL,1.0,4.0
raschvi01,1948,0,ALS194807130,NYA,AL,1.0,
wertdo01,1968,0,NLS196807090,DET,AL,1.0,
tartada01,1991,0,ALS199107090,KCA,AL,1.0,10.0
sosasa01,2004,0,NLS200407130,CHN,NL,1.0,9.0
allendi01,1974,0,NLS197407230,CHA,AL,1.0,3.0
piazzmi01,1993,0,ALS199307130,LAN,NL,1.0,
hamiljo03,2011,0,NLS201107120,TEX,AL,1.0,7.0
hollima01,2012,0,ALS201207100,SLN,NL,1.0,
mccutan01,2012,0,ALS201207100,PIT,NL,1.0,
willite01,1951,0,ALS195107100,BOS,AL,1.0,7.0
scottmi03,1989,0,ALS198907110,HOU,NL,0.0,
bellhe01,2010,0,ALS201007130,SDN,NL,1.0,
murraed02,1991,0,ALS199107090,LAN,NL,1.0,
pujolal01,2009,0,NLS200907140,SLN,NL,1.0,3.0
mccoobi01,1966,0,NLS196607120,CIN,NL,0.0,
reesepe01,1948,0,ALS194807130,BRO,NL,1.0,6.0
zarilal01,1948,0,ALS194807130,SLA,AL,1.0,
holtzke01,1972,0,NLS197207250,OAK,AL,0.0,
griffke02,2004,0,NLS200407130,CIN,NL,0.0,
nenro01,2002,0,NLS200207090,SFN,NL,1.0,
rosepe01,1982,0,NLS198207130,PHI,NL,1.0,3.0
nuxhajo01,1956,0,ALS195607100,CIN,NL,0.0,
berrayo01,1948,0,ALS194807130,NYA,AL,0.0,
marshwi01,1949,0,NLS194907120,NY1,NL,1.0,9.0
jonesdo01,1990,0,NLS199007100,CLE,AL,0.0,
scheiri01,1972,0,NLS197207250,KCA,AL,1.0,
reynoal01,1952,0,NLS195207080,NYA,AL,0.0,
landrke01,1980,0,NLS198007080,MIN,AL,1.0,
mcquige02,1944,0,NLS194407110,SLA,AL,1.0,3.0
willibe02,2001,0,ALS200107100,NYA,AL,1.0,
willibi01,1962,2,NLS196207300,CHN,NL,1.0,
giambja01,2003,0,ALS200307150,NYA,AL,1.0,
bauerha01,1954,0,ALS195407130,NYA,AL,1.0,9.0
etchean01,1967,0,ALS196707110,BAL,AL,0.0,
killeha01,1966,0,NLS196607120,MIN,AL,1.0,
pujolal01,2006,0,NLS200607110,SLN,NL,1.0,3.0
groveor01,1944,0,NLS194407110,CHA,AL,0.0,
gantro01,1992,0,NLS199207140,ATL,NL,1.0,
willibe02,2000,0,NLS200007110,NYA,AL,1.0,8.0
bankser01,1959,2,NLS195908030,CHN,NL,1.0,6.0
fiskca01,1976,0,NLS197607130,BOS,AL,1.0,
johnsda02,1973,0,ALS197307240,ATL,NL,1.0,
leebi03,1973,0,ALS197307240,BOS,AL,0.0,
ruffire01,1942,0,NLS194207060,NYA,AL,0.0,
boyerke01,1959,2,NLS195908030,SLN,NL,1.0,5.0
knoblch01,1994,0,NLS199407120,MIN,AL,1.0,
rojasco01,1974,0,NLS197407230,KCA,AL,0.0,
gwynnto01,1996,0,NLS199607090,SDN,NL,0.0,
willibe02,1999,0,ALS199907130,NYA,AL,1.0,
cepedor01,1959,1,NLS195907070,SFN,NL,1.0,3.0
sosasa01,1999,0,ALS199907130,CHN,NL,1.0,8.0
benchjo01,1974,0,NLS197407230,CIN,NL,1.0,2.0
aaronha01,1975,0,ALS197507150,ML4,AL,1.0,
weaveje02,2011,0,NLS201107120,DET,AL,1.0,1.0
kalinal01,1965,0,ALS196507130,DET,AL,1.0,
mcgeewi01,1985,0,ALS198507160,SLN,NL,1.0,
trammal01,1987,0,ALS198707140,DET,AL,1.0,
azcuejo01,1968,0,NLS196807090,CLE,AL,1.0,
puckeki01,1988,0,NLS198807120,MIN,AL,1.0,
jacksre01,1979,0,ALS197907170,NYA,AL,1.0,
kalinal01,1971,0,ALS197107130,DET,AL,1.0,
kaatji01,1962,2,NLS196207300,MIN,AL,0.0,
dimagdo01,1951,0,ALS195107100,BOS,AL,1.0,8.0
colavro01,1964,0,NLS196407070,KC1,AL,1.0,
randowi01,1980,0,NLS198007080,NYA,AL,1.0,4.0
ramirma02,2008,0,ALS200807150,BOS,AL,1.0,7.0
swishni01,2010,0,ALS201007130,NYA,AL,1.0,
polleho01,1943,0,ALS194307130,SLN,NL,0.0,
reedri01,2001,0,ALS200107100,NYN,NL,0.0,
lawve01,1960,2,ALS196007130,PIT,NL,1.0,1.0
coopewa01,1942,0,NLS194207060,SLN,NL,1.0,2.0
molinya01,2012,0,ALS201207100,SLN,NL,,
johnsbo01,1939,0,ALS193907110,PHA,AL,0.0,
wilheho01,1959,2,NLS195908030,BAL,AL,1.0,
vaughgr01,1993,0,ALS199307130,ML4,AL,1.0,
glavito02,1993,0,ALS199307130,ATL,NL,0.0,
gonzaad01,2011,0,NLS201107120,BOS,AL,1.0,3.0
schmimi01,1987,0,ALS198707140,PHI,NL,1.0,5.0
aloumo01,2001,0,ALS200107100,HOU,NL,1.0,
fostege01,1979,0,ALS197907170,CIN,NL,1.0,7.0
smithoz01,1983,0,ALS198307060,SLN,NL,1.0,6.0
howarfr01,1968,0,NLS196807090,WS2,AL,1.0,9.0
robinaa01,1947,0,NLS194707080,NYA,AL,0.0,
greenmi01,1988,0,NLS198807120,BOS,AL,1.0,
cronijo01,1934,0,NLS193407100,WS1,AL,1.0,6.0
hoagmy01,1939,0,ALS193907110,SLA,AL,1.0,
bondsba01,1998,0,NLS199807070,SFN,NL,1.0,7.0
musiast01,1958,0,ALS195807080,SLN,NL,1.0,3.0
romanjo01,1962,2,NLS196207300,CLE,AL,0.0,
turnbde01,2006,0,NLS200607110,MIL,NL,1.0,
benchjo01,1978,0,NLS197807110,CIN,NL,0.0,
ruthba01,1933,0,ALS193307060,NYA,AL,1.0,9.0
durenry01,1958,0,ALS195807080,NYA,AL,0.0,
youngdm01,2007,0,NLS200707100,WAS,NL,1.0,
virgioz02,1985,0,ALS198507160,PHI,NL,1.0,
kleinch01,1934,0,NLS193407100,CHN,NL,1.0,
loducpa01,2003,0,ALS200307150,LAN,NL,1.0,
perryji01,1961,1,NLS196107110,CLE,AL,0.0,
kluszte01,1955,0,NLS195507120,CIN,NL,1.0,3.0
brettge01,1976,0,NLS197607130,KCA,AL,1.0,5.0
lankfra01,1997,0,ALS199707080,SLN,NL,1.0,8.0
leebi02,1939,0,ALS193907110,CHN,NL,1.0,
templjo01,1956,0,ALS195607100,CIN,NL,1.0,4.0
dunstsh01,1988,0,NLS198807120,CHN,NL,0.0,
rodriiv01,1995,0,ALS199507110,TEX,AL,1.0,2.0
bayja01,2009,0,NLS200907140,BOS,AL,1.0,7.0
dietzdi01,1970,0,NLS197007140,SFN,NL,1.0,
carewro01,1970,0,NLS197007140,MIN,AL,0.0,
mayswi01,1962,2,NLS196207300,SFN,NL,1.0,8.0
murphjo04,1938,0,NLS193807060,NYA,AL,0.0,
clemero02,2004,0,NLS200407130,HOU,NL,1.0,1.0
moonwa01,1959,1,NLS195907070,LAN,NL,1.0,7.0
aparilu01,1972,0,NLS197207250,BOS,AL,0.0,
bollifr01,1961,1,NLS196107110,ML1,NL,1.0,4.0
harenda01,2007,0,NLS200707100,OAK,AL,1.0,1.0
kalinal01,1960,2,ALS196007130,DET,AL,1.0,
freehbi01,1969,0,ALS196907230,DET,AL,1.0,2.0
cabremi01,2007,0,NLS200707100,FLO,NL,1.0,
waltebu01,1940,0,NLS194007090,CIN,NL,1.0,
yastrca01,1969,0,ALS196907230,BOS,AL,1.0,
cronijo01,1933,0,ALS193307060,WS1,AL,1.0,6.0
berryke01,1967,0,ALS196707110,CHA,AL,1.0,
brettge01,1983,0,ALS198307060,KCA,AL,1.0,5.0
passecl01,1945,0,,CHN,NL,0.0,
arroylu01,1961,2,ALS196107310,NYA,AL,0.0,
riverma01,2005,0,ALS200507120,NYA,AL,1.0,
cordewi01,1994,0,NLS199407120,MON,NL,1.0,
jeterde01,2009,0,NLS200907140,NYA,AL,1.0,6.0
gehrich01,1934,0,NLS193407100,DET,AL,1.0,4.0
thomafr04,1997,0,ALS199707080,CHA,AL,0.0,
guerrvl01,2002,0,NLS200207090,MON,NL,1.0,8.0
rodriiv01,1997,0,ALS199707080,TEX,AL,1.0,2.0
tettlmi01,1994,0,NLS199407120,DET,AL,1.0,
aloumo01,1994,0,NLS199407120,MON,NL,1.0,
youngmi02,2006,0,NLS200607110,TEX,AL,1.0,
reyesjo01,2006,0,NLS200607110,NYN,NL,0.0,
aaronha01,1971,0,ALS197107130,ATL,NL,1.0,9.0
ramirma02,2001,0,ALS200107100,BOS,AL,1.0,7.0
hartnga01,1935,0,ALS193507080,CHN,NL,1.0,
fieldpr01,2011,0,NLS201107120,MIL,NL,1.0,3.0
coneda01,1997,0,ALS199707080,NYA,AL,1.0,
wellsve01,2010,0,ALS201007130,TOR,AL,1.0,
francjo01,1986,0,NLS198607150,CIN,NL,0.0,
cartejo01,1994,0,NLS199407120,TOR,AL,1.0,7.0
gibsobo01,1969,0,ALS196907230,SLN,NL,1.0,
berrayo01,1953,0,NLS195307140,NYA,AL,1.0,2.0
wiseri01,1971,0,ALS197107130,PHI,NL,0.0,
fiskca01,1973,0,ALS197307240,BOS,AL,1.0,2.0
jeterde01,2004,0,NLS200407130,NYA,AL,1.0,6.0
kneppbo01,1981,0,ALS198108090,HOU,NL,1.0,
correke01,2011,0,NLS201107120,PIT,NL,,
quiseda01,1984,0,NLS198407100,KCA,AL,0.0,
drysddo01,1959,1,NLS195907070,LAN,NL,1.0,1.0
randowi01,1987,0,ALS198707140,NYA,AL,1.0,4.0
langsma01,1991,0,ALS199107090,CAL,AL,0.0,
posadjo01,2001,0,ALS200107100,NYA,AL,1.0,
brocklo01,1974,0,NLS197407230,SLN,NL,1.0,
cuyleki01,1934,0,NLS193407100,CHN,NL,1.0,9.0
mcgratu01,1972,0,NLS197207250,NYN,NL,1.0,
brettge01,1986,0,NLS198607150,KCA,AL,0.0,
madlobi01,1983,0,ALS198307060,PIT,NL,1.0,
robined01,1949,0,NLS194907120,WS1,AL,1.0,3.0
griffke02,2007,0,NLS200707100,CIN,NL,1.0,9.0
camparo01,1949,0,NLS194907120,BRO,NL,1.0,
redmama01,2006,0,NLS200607110,KCA,AL,0.0,
leeth01,1945,0,,CHA,AL,0.0,
watsobo01,1975,0,ALS197507150,HOU,NL,1.0,
beckegl01,1969,0,ALS196907230,CHN,NL,1.0,
dimagdo01,1952,0,NLS195207080,BOS,AL,1.0,8.0
buehrma01,2005,0,ALS200507120,CHA,AL,1.0,1.0
vottojo01,2011,0,NLS201107120,CIN,NL,1.0,
troutdi01,1947,0,NLS194707080,DET,AL,0.0,
bottari01,1996,0,NLS199607090,PHI,NL,1.0,
dickebi01,1933,0,ALS193307060,NYA,AL,0.0,
thompju02,1997,0,ALS199707080,DET,AL,1.0,
friscfr01,1934,0,NLS193407100,SLN,NL,1.0,4.0
elliobo01,1951,0,ALS195107100,BSN,NL,1.0,5.0
wilheho01,1961,2,ALS196107310,BAL,AL,0.0,
perryge01,1988,0,NLS198807120,ATL,NL,1.0,
murcebo01,1974,0,NLS197407230,NYA,AL,1.0,8.0
seaveto01,1976,0,NLS197607130,NYN,NL,1.0,
garvest01,1985,0,ALS198507160,SDN,NL,1.0,3.0
perryga01,1970,0,NLS197007140,SFN,NL,1.0,
percitr01,1999,0,ALS199907130,ANA,AL,0.0,
trillma01,1977,0,ALS197707190,CHN,NL,1.0,
johnsda02,1969,0,ALS196907230,BAL,AL,0.0,
nichobi01,1944,0,NLS194407110,CHN,NL,1.0,
welchbo01,1990,0,NLS199007100,OAK,AL,1.0,1.0
newsobo01,1939,0,ALS193907110,DET,AL,0.0,
leiteal01,2000,0,NLS200007110,NYN,NL,1.0,
jacksra01,1955,0,NLS195507120,CHN,NL,1.0,
alomasa02,1990,0,NLS199007100,CLE,AL,1.0,2.0
koufasa01,1961,2,ALS196107310,LAN,NL,1.0,
gossari01,1981,0,ALS198108090,NYA,AL,0.0,
sanchfr01,2006,0,NLS200607110,PIT,NL,1.0,
puhlte01,1978,0,NLS197807110,HOU,NL,0.0,
derripa01,1935,0,ALS193507080,CIN,NL,1.0,
bentoal01,1941,0,ALS194107080,DET,AL,0.0,
roberda08,2011,0,NLS201107120,NYA,AL,1.0,
musiast01,1959,1,NLS195907070,SLN,NL,1.0,
matheed01,1960,2,ALS196007130,ML1,NL,1.0,5.0
mcquige02,1942,0,NLS194207060,SLA,AL,0.0,
wrighda03,2009,0,NLS200907140,NYN,NL,1.0,5.0
spahnwa01,1959,1,NLS195907070,ML1,NL,0.0,
crowdal01,1933,0,ALS193307060,WS1,AL,1.0,
henderi01,1988,0,NLS198807120,NYA,AL,1.0,8.0
richabo01,1962,2,NLS196207300,NYA,AL,1.0,
mungova01,1937,0,ALS193707070,BRO,NL,1.0,
raineti01,1983,0,ALS198307060,MON,NL,1.0,7.0
camparo01,1951,0,ALS195107100,BRO,NL,1.0,2.0
ogandal01,2011,0,NLS201107120,TEX,AL,1.0,
gagneer01,2004,0,NLS200407130,LAN,NL,1.0,
garcino01,1999,0,ALS199907130,BOS,AL,1.0,6.0
brettge01,1985,0,ALS198507160,KCA,AL,1.0,5.0
guerrvl01,2007,0,NLS200707100,LAA,AL,1.0,9.0
knoblch01,1997,0,ALS199707080,MIN,AL,1.0,
freehbi01,1972,0,NLS197207250,DET,AL,1.0,2.0
reisepe01,1941,0,ALS194107080,BRO,NL,1.0,8.0
mcgwima01,1995,0,ALS199507110,OAK,AL,0.0,
rolliri01,1962,2,NLS196207300,MIN,AL,1.0,5.0
kellge01,1953,0,NLS195307140,BOS,AL,1.0,
wickmbo01,2000,0,NLS200007110,MIL,NL,1.0,
reesepe01,1952,0,NLS195207080,BRO,NL,1.0,
parkeda01,1977,0,ALS197707190,PIT,NL,1.0,9.0
evansdw01,1987,0,ALS198707140,BOS,AL,1.0,
munsoth01,1975,0,ALS197507150,NYA,AL,1.0,2.0
jayjo01,1961,2,ALS196107310,CIN,NL,0.0,
mcauldi01,1965,0,ALS196507130,DET,AL,1.0,6.0
brandja01,1961,2,ALS196107310,BAL,AL,0.0,
musiast01,1952,0,NLS195207080,SLN,NL,1.0,8.0
sullifr01,1955,0,NLS195507120,BOS,AL,1.0,
dawsoan01,1990,0,NLS199007100,CHN,NL,1.0,9.0
rolensc01,2002,0,NLS200207090,PHI,NL,1.0,5.0
runnepe01,1960,2,ALS196007130,BOS,AL,1.0,4.0
whitter01,1985,0,ALS198507160,TOR,AL,1.0,
trumbma01,2012,0,ALS201207100,LAA,AL,1.0,
cashda01,1974,0,NLS197407230,PHI,NL,1.0,
kerrbu01,1948,0,ALS194807130,NY1,NL,1.0,
wakefdi01,1943,0,ALS194307130,DET,AL,1.0,7.0
carltst01,1982,0,NLS198207130,PHI,NL,1.0,
aloumo01,1997,0,ALS199707080,FLO,NL,1.0,
fieldpr01,2012,0,ALS201207100,DET,AL,1.0,3.0
simmote01,1978,0,NLS197807110,SLN,NL,1.0,2.0
conceda01,1982,0,NLS198207130,CIN,NL,1.0,6.0
mantlmi01,1960,2,ALS196007130,NYA,AL,1.0,8.0
otisam01,1973,0,ALS197307240,KCA,AL,1.0,8.0
hernali01,2004,0,NLS200407130,MON,NL,0.0,
selkige01,1939,0,ALS193907110,NYA,AL,1.0,7.0
russebi01,1980,0,NLS198007080,LAN,NL,1.0,6.0
hubbeca01,1938,0,NLS193807060,NY1,NL,0.0,
schilcu01,2001,0,ALS200107100,ARI,NL,0.0,
rodriel01,1972,0,NLS197207250,ML4,AL,0.0,
powervi01,1960,1,ALS196007110,CLE,AL,0.0,
easleda01,1998,0,NLS199807070,DET,AL,1.0,
hermabi01,1935,0,ALS193507080,CHN,NL,1.0,4.0
jonesru01,1977,0,ALS197707190,SEA,AL,1.0,
hoffmtr01,2009,0,NLS200907140,MIL,NL,1.0,
kuennha01,1960,2,ALS196007130,CLE,AL,1.0,
mizejo01,1937,0,ALS193707070,SLN,NL,1.0,3.0
glavito02,2004,0,NLS200407130,NYN,NL,1.0,
heganji01,1951,0,ALS195107100,CLE,AL,1.0,
freehbi01,1968,0,NLS196807090,DET,AL,1.0,2.0
burgmto01,1980,0,NLS198007080,BOS,AL,0.0,
limajo01,1999,0,ALS199907130,HOU,NL,1.0,
martied01,1996,0,NLS199607090,SEA,AL,1.0,
vandejo01,1942,0,NLS194207060,CIN,NL,1.0,
berrayo01,1951,0,ALS195107100,NYA,AL,1.0,2.0
langsma01,1987,0,ALS198707140,SEA,AL,1.0,
treshto01,1963,0,ALS196307090,NYA,AL,1.0,
henrito01,1947,0,NLS194707080,NYA,AL,1.0,
killeha01,1969,0,ALS196907230,MIN,AL,1.0,
hudsoor01,2007,0,NLS200707100,ARI,NL,1.0,
coopewa01,1949,0,NLS194907120,CIN,NL,0.0,
demarfr02,1937,0,ALS193707070,CHN,NL,1.0,8.0
gilliji01,1956,0,ALS195607100,BRO,NL,0.0,
mccorfr01,1944,0,NLS194407110,CIN,NL,0.0,
wanerpa01,1934,0,NLS193407100,PIT,NL,1.0,
piazzmi01,2000,0,NLS200007110,NYN,NL,0.0,
hayesfr01,1944,0,NLS194407110,PHA,AL,1.0,
mechegi01,2007,0,NLS200707100,KCA,AL,0.0,
richajr01,1980,0,NLS198007080,HOU,NL,1.0,1.0
seitzke01,1995,0,ALS199507110,ML4,AL,1.0,
facero01,1959,2,NLS195908030,PIT,NL,1.0,
hayesvo01,1989,0,ALS198907110,PHI,NL,1.0,
wynnea01,1959,2,NLS195908030,CHA,AL,1.0,
wynnea01,1958,0,ALS195807080,CHA,AL,1.0,
desmoia01,2012,0,ALS201207100,WAS,NL,,
boonebo01,1983,0,ALS198307060,CAL,AL,1.0,
henderi01,1984,0,NLS198407100,OAK,AL,1.0,
olivato01,1968,0,NLS196807090,MIN,AL,1.0,
coopewa01,1950,0,ALS195007110,BSN,NL,0.0,
dimagvi01,1944,0,NLS194407110,PIT,NL,1.0,
schroke01,1986,0,NLS198607150,CLE,AL,0.0,
bannifl01,1982,0,NLS198207130,SEA,AL,1.0,
sosasa01,1995,0,ALS199507110,CHN,NL,1.0,
ferreri01,1933,0,ALS193307060,BOS,AL,1.0,2.0
stottme01,1970,0,NLS197007140,NYA,AL,1.0,
canoro01,2012,0,ALS201207100,NYA,AL,1.0,4.0
thomafr03,1955,0,NLS195507120,PIT,NL,1.0,
walkeje01,1959,2,NLS195908030,BAL,AL,1.0,1.0
kessido01,1970,0,NLS197007140,CHN,NL,1.0,6.0
clemero02,1991,0,ALS199107090,BOS,AL,1.0,
brettge01,1982,0,NLS198207130,KCA,AL,1.0,5.0
steinte01,1988,0,NLS198807120,OAK,AL,1.0,2.0
smithle02,1993,0,ALS199307130,SLN,NL,0.0,
marioma01,1946,0,ALS194607090,SLN,NL,1.0,6.0
stanked01,1948,0,ALS194807130,BSN,NL,0.0,
raffeke01,1944,0,NLS194407110,PHI,NL,1.0,
henderi01,1991,0,ALS199107090,OAK,AL,1.0,7.0
gallayo01,2010,0,ALS201007130,MIL,NL,0.0,
berrayo01,1960,1,ALS196007110,NYA,AL,1.0,2.0
wellsve01,2006,0,NLS200607110,TOR,AL,1.0,8.0
aloufe01,1968,0,NLS196807090,ATL,NL,1.0,
aparilu01,1961,2,ALS196107310,CHA,AL,1.0,6.0
hallaro01,2005,0,ALS200507120,TOR,AL,0.0,
groatdi01,1962,2,NLS196207300,PIT,NL,1.0,6.0
tananfr01,1977,0,ALS197707190,CAL,AL,0.0,
lefloro01,1976,0,NLS197607130,DET,AL,1.0,7.0
alomaro01,1993,0,ALS199307130,TOR,AL,1.0,4.0
pappami01,1965,0,ALS196507130,BAL,AL,1.0,1.0
bellja01,1993,0,ALS199307130,PIT,NL,1.0,
parrila02,1984,0,NLS198407100,DET,AL,1.0,2.0
jonescl01,1969,0,ALS196907230,NYN,NL,1.0,7.0
pujolal01,2004,0,NLS200407130,SLN,NL,1.0,3.0
gonzaca01,2012,0,ALS201207100,COL,NL,1.0,0.0
musiast01,1961,2,ALS196107310,SLN,NL,1.0,
hallji02,1964,0,NLS196407070,MIN,AL,1.0,
newhoha01,1946,0,ALS194607090,DET,AL,1.0,
wanerpa01,1933,0,ALS193307060,PIT,NL,1.0,
stiebda01,1984,0,NLS198407100,TOR,AL,1.0,1.0
willimi03,2002,0,NLS200207090,PIT,NL,1.0,
jacksla01,1957,0,NLS195707090,SLN,NL,1.0,
guerrpe01,1987,0,ALS198707140,LAN,NL,1.0,
waltebu01,1942,0,NLS194207060,CIN,NL,1.0,
troutdi01,1944,0,NLS194407110,DET,AL,0.0,
sierrru01,1989,0,ALS198907110,TEX,AL,1.0,9.0
laniema01,1944,0,NLS194407110,SLN,NL,0.0,
grichbo01,1976,0,NLS197607130,BAL,AL,1.0,4.0
krukomi01,1986,0,NLS198607150,SFN,NL,1.0,
coopece01,1983,0,ALS198307060,ML4,AL,1.0,
houghch01,1986,0,NLS198607150,TEX,AL,1.0,
mccorfr01,1946,0,ALS194607090,PHI,NL,1.0,
kennete02,1981,0,ALS198108090,SDN,NL,1.0,
erstada01,1998,0,NLS199807070,ANA,AL,1.0,
kellyro01,1993,0,ALS199307130,CIN,NL,1.0,
riceji01,1979,0,ALS197907170,BOS,AL,1.0,9.0
cronijo01,1938,0,NLS193807060,BOS,AL,1.0,6.0
podsesc01,2005,0,ALS200507120,CHA,AL,1.0,
utleych01,2008,0,ALS200807150,PHI,NL,1.0,4.0
piazzmi01,2001,0,ALS200107100,NYN,NL,1.0,2.0
guerrpe01,1989,0,ALS198907110,SLN,NL,1.0,10.0
mccovwi01,1966,0,NLS196607120,SFN,NL,1.0,3.0
alomaro01,2000,0,NLS200007110,CLE,AL,1.0,4.0
bunniji01,1966,0,NLS196607120,PHI,NL,1.0,
castilu01,2005,0,ALS200507120,FLO,NL,1.0,
mizejo01,1940,0,NLS194007090,SLN,NL,1.0,3.0
grosske01,1988,0,NLS198807120,PHI,NL,1.0,
jablora01,1954,0,ALS195407130,SLN,NL,1.0,5.0
schoere01,1952,0,NLS195207080,SLN,NL,0.0,
burnije01,1999,0,ALS199907130,MIL,NL,1.0,7.0
raineti01,1981,0,ALS198108090,MON,NL,1.0,
edwarjo01,1964,0,NLS196407070,CIN,NL,1.0,
fiskca01,1981,0,ALS198108090,CHA,AL,1.0,2.0
linceti01,2009,0,NLS200907140,SFN,NL,1.0,1.0
salech01,2012,0,ALS201207100,CHA,AL,1.0,
muldema01,2003,0,ALS200307150,OAK,AL,1.0,
marshmi01,1974,0,NLS197407230,LAN,NL,1.0,
kalinal01,1959,2,NLS195908030,DET,AL,1.0,
schmimi01,1981,0,ALS198108090,PHI,NL,1.0,5.0
hansero02,1960,2,ALS196007130,BAL,AL,1.0,6.0
jonesch06,2001,0,ALS200107100,ATL,NL,1.0,5.0
bruceja01,2012,0,ALS201207100,CIN,NL,1.0,
coneda01,1988,0,NLS198807120,NYN,NL,1.0,
thomafr03,1958,0,ALS195807080,PIT,NL,1.0,5.0
robinbr01,1962,2,NLS196207300,BAL,AL,1.0,
garcimi01,1953,0,NLS195307140,CLE,AL,1.0,
belliro01,2004,0,NLS200407130,CLE,AL,1.0,
slaugen01,1950,0,ALS195007110,SLN,NL,1.0,8.0
boggswa01,1987,0,ALS198707140,BOS,AL,1.0,5.0
wettejo01,1998,0,NLS199807070,TEX,AL,1.0,
spencst01,1942,0,NLS194207060,WS1,AL,0.0,
bunniji01,1964,0,NLS196407070,PHI,NL,1.0,
marshmi01,1975,0,ALS197507150,LAN,NL,0.0,
roberbr01,2007,0,NLS200707100,BAL,AL,1.0,
maricju01,1962,2,NLS196207300,SFN,NL,1.0,
niekrph01,1975,0,ALS197507150,ATL,NL,0.0,
roepr01,1950,0,ALS195007110,BRO,NL,0.0,
skowrbi01,1960,1,ALS196007110,NYA,AL,1.0,3.0
sievero01,1957,0,NLS195707090,WS1,AL,0.0,
ethiean01,2011,0,NLS201107120,LAN,NL,1.0,
schmimi01,1982,0,NLS198207130,PHI,NL,1.0,5.0
rizzuph01,1950,0,ALS195007110,NYA,AL,1.0,6.0
clemero01,1962,1,ALS196207100,PIT,NL,1.0,9.0
larkiba01,1989,0,ALS198907110,CIN,NL,0.0,
finlech01,1989,0,ALS198907110,CAL,AL,0.0,
parneme01,1951,0,ALS195107100,BOS,AL,1.0,
clippty01,2011,0,NLS201107120,WAS,NL,1.0,
edwarjo01,1963,0,ALS196307090,CIN,NL,1.0,
michaca01,1949,0,NLS194907120,CHA,AL,1.0,4.0
mattido01,1988,0,NLS198807120,NYA,AL,1.0,
higgipi01,1936,0,NLS193607070,PHA,AL,1.0,5.0
terrybi01,1933,0,ALS193307060,NY1,NL,1.0,3.0
soriajo01,2008,0,ALS200807150,KCA,AL,1.0,
marisro01,1960,2,ALS196007130,NYA,AL,1.0,9.0
mantlmi01,1968,0,NLS196807090,NYA,AL,1.0,
conceda01,1977,0,ALS197707190,CIN,NL,1.0,6.0
mcquige02,1947,0,NLS194707080,NYA,AL,1.0,3.0
zernigu01,1953,0,NLS195307140,PHA,AL,1.0,7.0
burleri01,1978,0,NLS197807110,BOS,AL,0.0,
figgich01,2009,0,NLS200907140,LAA,AL,0.0,
griffke02,2000,0,NLS200007110,CIN,NL,0.0,
nelsoda01,1973,0,ALS197307240,TEX,AL,1.0,
pettian01,1996,0,NLS199607090,NYA,AL,0.0,
martibi02,1956,0,ALS195607100,NYA,AL,1.0,
griffke02,1991,0,ALS199107090,SEA,AL,1.0,8.0
stenhda01,1962,1,ALS196207100,WS2,AL,0.0,
moorejo02,1940,0,NLS194007090,NY1,NL,1.0,
koosmje01,1968,0,NLS196807090,NYN,NL,1.0,
doerrbo01,1950,0,ALS195007110,BOS,AL,1.0,4.0
sievero01,1961,2,ALS196107310,CHA,AL,1.0,
willibi01,1968,0,NLS196807090,CHN,NL,1.0,
rosarbu01,1947,0,NLS194707080,PHA,AL,1.0,2.0
knoopbo01,1966,0,NLS196607120,CAL,AL,1.0,4.0
cruzne02,2009,0,NLS200907140,TEX,AL,0.0,
loftoke01,1997,0,ALS199707080,ATL,NL,0.0,
glavito02,2002,0,NLS200207090,ATL,NL,0.0,
kimbrcr01,2012,0,ALS201207100,ATL,NL,1.0,
suzukic01,2002,0,NLS200207090,SEA,AL,1.0,9.0
bandosa01,1974,0,NLS197407230,OAK,AL,0.0,
deandi01,1934,0,NLS193407100,SLN,NL,1.0,
yountro01,1983,0,ALS198307060,ML4,AL,1.0,6.0
galaran01,1998,0,NLS199807070,ATL,NL,1.0,
wilsoji01,1935,0,ALS193507080,PHI,NL,1.0,2.0
sandbry01,1992,0,NLS199207140,CHN,NL,1.0,4.0
gibsobo01,1968,0,NLS196807090,SLN,NL,0.0,
herrmed01,1974,0,NLS197407230,CHA,AL,0.0,
mayswi01,1960,1,ALS196007110,SFN,NL,1.0,8.0
suzukic01,2009,0,NLS200907140,SEA,AL,1.0,9.0
grichbo01,1972,0,NLS197207250,BAL,AL,1.0,6.0
allendi01,1970,0,NLS197007140,SLN,NL,1.0,3.0
foxne01,1963,0,ALS196307090,CHA,AL,1.0,4.0
nettlgr01,1980,0,NLS198007080,NYA,AL,1.0,5.0
rolfere01,1939,0,ALS193907110,NYA,AL,1.0,5.0
percitr01,2001,0,ALS200107100,ANA,AL,1.0,
konerpa01,2011,0,NLS201107120,CHA,AL,1.0,
stiebda01,1980,0,NLS198007080,TOR,AL,1.0,
yorkru01,1942,0,NLS194207060,DET,AL,1.0,3.0
odoulle01,1933,0,ALS193307060,NY1,NL,1.0,
